Transaction_ID,Customer_Name,Email,Phone,Product,Category,Quantity,Unit_Price,Total_Amount,Purchase_Date,Payment_Method,Country,Return_Status,Return_Reason,Sales_Rep
TRANS_2820,Alex Nelson,williamcox@coleman-olson.net,(762)679-2353x12065,,,2,817.18,1634.36,2020-02-16 18:56:42.946863124,Card,Canada,Yes,,Victor Solis PhD
TRANS_2821,,,495-048-4329,Tablet,Gadgets,2,950.93,1901.86,2020-02-16 22:27:03.948263220,Card,,,,
TRANS_2822,Barry Taylor,stewartbruce@chapman.com,+1-733-312-2757x665,Laptop,Home,6,1556.78,9340.68,2020-02-17 01:57:24.949663312,,Canada,No,Wrong Item,Caitlin Smith
TRANS_2823,Kyle Davis,hayley86@wilson.com,404-695-0114x62780,Tablet,,9,580.43,5223.87,2020-02-17 05:27:45.951063404,Online,Germany,,Defective,Joseph Williams
TRANS_2824,Joseph Ibarra,patricia25@branch.com,(985)924-9693x00425,Headphones,Home,2,123.8,247.6,2020-02-17 08:58:06.952463500,,Canada,Pending,Wrong Item,James Johnson
TRANS_2825,Gary Douglas,scottadam@gmail.com,410-859-3631x944,,Accessories,8,230.6,1844.8,2020-02-17 12:28:27.953863592,,UK,No,Unwanted,Matthew Harrison
TRANS_2826,Jessica Terrell,gjohnson@yahoo.com,,,Accessories,3,1361.57,4084.71,2020-02-17 15:58:48.955263684,Online,UK,Yes,,Joseph Day
TRANS_2827,Holly Horn,carol30@yahoo.com,(833)368-2927,Tablet,Accessories,7,971.77,6802.389999999999,2020-02-17 19:29:09.956663780,Cash,USA,Yes,,Michael Curtis
TRANS_2828,Lauren Underwood,kturner@anderson.com,001-436-049-9136,Phone,,8,263.27,2106.16,2020-02-17 22:59:30.958063872,Cheque,,Yes,,Jeremiah Baker
TRANS_2829,James Smith,coxcourtney@yahoo.com,507-832-7705x19856,Smartwatch,Electronics,1,1759.08,1759.08,2020-02-18 02:29:51.959463964,,Canada,,Wrong Item,Jeremy Cook
TRANS_2830,Patricia Raymond,renee48@murphy.net,487-899-7779x200,Camera,Electronics,3,691.95,2075.8500000000004,2020-02-18 06:00:12.960864060,Cash,USA,Yes,,Jim Obrien
TRANS_2831,Timothy Parsons,patriciaali@gmail.com,001-359-816-4108x3663,Smartwatch,Accessories,5,143.93,719.6500000000001,2020-02-18 09:30:33.962264152,Card,UK,No,Wrong Item,
TRANS_2832,Ryan Clark,thomasjohnson@gmail.com,175.764.3468,Camera,,4,328.76,1315.04,2020-02-18 13:00:54.963664244,Online,Germany,,,Chelsea Mcguire
TRANS_2833,Gina Stewart,christophermoore@rodriguez.net,566.724.3457x53186,,Gadgets,7,331.83,2322.81,2020-02-18 16:31:15.965064340,Card,Canada,No,Defective,Kelly Clark
TRANS_2834,Angela Williams,perezchristopher@yahoo.com,300-395-8200x399,Smartwatch,,5,248.56,1242.8,2020-02-18 20:01:36.966464432,Card,UK,No,Wrong Item,Ann Williams
TRANS_2835,William King,lorrainedixon@gmail.com,(817)885-3112x972,Tablet,Electronics,8,767.04,6136.32,2020-02-18 23:31:57.967864524,Cash,UK,Yes,Wrong Item,Ariel Smith
TRANS_2836,Donald Martin,michael80@hotmail.com,2047759711,Headphones,Home,9,303.7,2733.2999999999997,2020-02-19 03:02:18.969264620,Card,Canada,No,,Christina Johnson
TRANS_2837,Yolanda Luna MD,hernandezkaitlin@scott-houston.biz,556.706.8600x1635,Tablet,Gadgets,9,1264.19,11377.710000000001,2020-02-19 06:32:39.970664712,Card,,Pending,,Joseph Rosario
TRANS_2838,Cynthia Calhoun,asullivan@phillips-garcia.org,042.565.1910x155,Camera,Home,1,516.38,516.38,2020-02-19 10:03:00.972064804,Cash,Germany,Yes,Wrong Item,Amy Shaw
TRANS_2839,Maria Lopez,brandi77@yahoo.com,001-635-435-8387x4838,Smartwatch,Electronics,8,412.6,3300.8,2020-02-19 13:33:21.973464900,,Canada,No,,Michelle Smith
TRANS_2840,Victoria Arnold,stephaniegallegos@yahoo.com,936.202.9043,Headphones,Electronics,1,574.67,574.67,2020-02-19 17:03:42.974864992,Card,UK,,Wrong Item,Jonathan Ward
TRANS_2841,,davidstewart@miles.org,001-658-708-8759x4498,Headphones,Electronics,0,1270.2,0.0,2020-02-19 20:34:03.976265084,Cheque,USA,,Unwanted,
TRANS_2842,Carol Harrison,csmith@gmail.com,+1-552-311-2227x82851,Camera,Home,3,1010.14,3030.42,2020-02-20 00:04:24.977665180,Card,Canada,Pending,Wrong Item,Tamara Vasquez
TRANS_2843,Lance Esparza,icollins@gmail.com,522-048-6771,,Gadgets,8,1340.86,10726.88,2020-02-20 03:34:45.979065272,Card,Canada,,,Andre Choi
TRANS_2844,Theresa Wells,lshah@yahoo.com,+1-462-944-0312x67746,Headphones,,5,130.26,651.3,2020-02-20 07:05:06.980465364,,Germany,Yes,,Gerald Hernandez
TRANS_2845,Kim Welch,yprice@green-ross.com,001-546-950-0332x159,,Home,9,1048.2,9433.800000000001,2020-02-20 10:35:27.981865460,Card,USA,,,Bridget Campbell
TRANS_2846,Emily Ball,maurice47@gmail.com,001-875-040-7376x0144,,Accessories,1,644.51,644.51,2020-02-20 14:05:48.983265552,Online,Germany,Yes,,Tracey Bishop
TRANS_2847,Michael Jennings,sara36@hotmail.com,513.787.2701,Tablet,,6,479.6,2877.6000000000004,2020-02-20 17:36:09.984665644,Online,USA,No,Defective,Martha Guerrero
TRANS_2848,Dennis Phillips,jonesmatthew@ho-white.org,051.728.7349,Camera,Electronics,9,1890.67,17016.03,2020-02-20 21:06:30.986065740,,UK,Pending,Defective,Ryan Mack
TRANS_2849,Philip Johnson,burnsryan@sanchez.net,+1-585-523-0610,,Electronics,4,592.79,2371.16,2020-02-21 00:36:51.987465832,,Germany,,Unwanted,Angelica Figueroa
TRANS_2850,Jennifer Tran,fisherantonio@howard.info,909-951-5114,Phone,Electronics,7,1262.1,8834.699999999999,2020-02-21 04:07:12.988865924,Online,Canada,Pending,Wrong Item,Daniel Santos
TRANS_2851,Jack Logan,,,Laptop,Electronics,4,257.82,1031.28,2020-02-21 07:37:33.990266020,Online,USA,Pending,,
TRANS_2852,Douglas Jones,hmorrison@cannon.com,001-944-918-7661x71321,,Electronics,5,270.61,1353.0500000000002,2020-02-21 11:07:54.991666112,Card,,Pending,Wrong Item,Alyssa Bird
TRANS_2853,Elizabeth Anderson,hbaxter@klein-harris.com,001-304-373-4433x7360,Tablet,Accessories,7,795.09,5565.63,2020-02-21 14:38:15.993066204,Online,Canada,No,Unwanted,Kristen Nichols
TRANS_2854,Kimberly Castillo,victoria73@hotmail.com,111.343.8645,,Accessories,8,414.88,3319.04,2020-02-21 18:08:36.994466300,Cheque,,Yes,Wrong Item,Lori Grimes
TRANS_2855,Autumn Robbins,amber00@gmail.com,908-275-6352,Camera,Accessories,4,465.78,1863.12,2020-02-21 21:38:57.995866392,Cheque,Germany,,,Robert Montgomery
TRANS_2856,Heather Cox,arodriguez@hotmail.com,+1-196-829-7255x7935,Smartwatch,Gadgets,8,453.48,3627.84,2020-02-22 01:09:18.997266488,Cash,USA,,Wrong Item,Randy Harrington
TRANS_2857,Susan Willis,charles57@barajas.com,001-898-249-8756x9970,Smartwatch,Home,8,1843.44,14747.52,2020-02-22 04:39:39.998666576,,Germany,Pending,Defective,James Smith
TRANS_2858,Karen Lloyd,heather76@yahoo.com,119.296.9989x45454,Camera,Home,5,987.19,4935.950000000001,2020-02-22 08:10:01.000066672,Cash,USA,,Unwanted,Shari Roman
TRANS_2859,Brenda Sloan,saralyons@hotmail.com,960-098-1548x15661,Camera,,9,399.93,3599.37,2020-02-22 11:40:22.001466768,Online,,No,Wrong Item,Jill Hernandez
TRANS_2860,Stephanie Christian,alyssasmith@webb.net,(117)704-9789x972,,Electronics,7,1734.67,12142.69,2020-02-22 15:10:43.002866856,Cheque,,Pending,,Erika Jackson
TRANS_2861,,hollyneal@richardson.com,(770)331-7789x2063,Laptop,,1,1983.22,1983.22,2020-02-22 18:41:04.004266952,Online,UK,No,Unwanted,
TRANS_2862,William Atkinson,millsjames@barnes.com,+1-401-762-3941x27420,Tablet,Electronics,4,1686.35,6745.4,2020-02-22 22:11:25.005667048,Cheque,,Pending,,Paige Mccarthy
TRANS_2863,Nathan Mcknight,hcraig@hotmail.com,922.359.7832x2670,Headphones,,1,654.9,654.9,2020-02-23 01:41:46.007067136,Online,Germany,No,Unwanted,Elizabeth Woods
TRANS_2864,Steven Dudley,loriharris@hotmail.com,1571143745,Tablet,Electronics,1,1692.22,1692.22,2020-02-23 05:12:07.008467232,Card,UK,Pending,,Matthew King
TRANS_2865,Cassandra Howell,obarrera@yahoo.com,098.458.3508x9851,,Gadgets,3,1185.32,3555.96,2020-02-23 08:42:28.009867328,Online,USA,No,Wrong Item,Sara Whitehead
TRANS_2866,Sarah Page,jchambers@smith.com,403.586.8022,Phone,,1,1113.49,1113.49,2020-02-23 12:12:49.011267416,Cheque,Germany,Pending,Defective,David Bell
TRANS_2867,Sarah Best,april23@sampson.com,542.818.6626x70218,Tablet,Gadgets,7,308.33,2158.31,2020-02-23 15:43:10.012667512,Cash,Canada,,,Patricia Sanchez
TRANS_2868,Melissa Lewis,sharon60@hotmail.com,(139)616-7035x743,Smartwatch,Home,6,1426.04,8556.24,2020-02-23 19:13:31.014067608,Cash,,,Unwanted,Amy Warren
TRANS_2869,William Robinson,chadmoore@gmail.com,4396159384,Headphones,Electronics,7,581.58,4071.0600000000004,2020-02-23 22:43:52.015467696,Card,,Pending,Wrong Item,Benjamin Williams
TRANS_2870,David Harper,millerjohn@lane.com,(029)990-8512x7982,Camera,Gadgets,5,1482.82,7414.099999999999,2020-02-24 02:14:13.016867792,Card,Canada,Yes,Wrong Item,Robert Davis
TRANS_2871,Samantha Adams,teresasavage@davis-kelly.com,+1-844-564-8213x77807,,Home,2,1521.03,3042.06,2020-02-24 05:44:34.018267888,Card,Germany,Yes,Unwanted,
TRANS_2872,Angela Steele,arthur49@cole.biz,053-088-8351x586,Headphones,Gadgets,4,752.94,3011.76,2020-02-24 09:14:55.019667976,Cash,USA,,,Jill Woods
TRANS_2873,Karen Wright,murphyjacob@hotmail.com,(814)978-4756x148,,Accessories,7,1202.89,8420.230000000001,2020-02-24 12:45:16.021068072,Card,Canada,Yes,,Kenneth Evans
TRANS_2874,Brian Larsen,taylorbobby@holder.info,+1-054-017-2881x71948,Laptop,,6,1090.75,6544.5,2020-02-24 16:15:37.022468168,Card,,Pending,,Kelly Gamble
TRANS_2875,Cynthia Taylor,ashleymason@yahoo.com,4558192006,,,5,1867.76,9338.8,2020-02-24 19:45:58.023868256,Cash,USA,Yes,,Jordan Pierce
TRANS_2876,Thomas Oconnor,michael61@gmail.com,,Phone,,6,1244.59,7467.539999999999,2020-02-24 23:16:19.025268352,Cash,Germany,No,,Antonio Howell
TRANS_2877,Natasha Austin,kellypeter@simon.com,+1-254-436-5331x528,,Electronics,1,737.73,737.73,2020-02-25 02:46:40.026668448,Cash,Germany,No,Wrong Item,Tiffany Paul
TRANS_2878,Nicole Petty,pcastillo@sanders.com,(513)615-7322x727,Smartwatch,Accessories,3,84.38,253.14,2020-02-25 06:17:01.028068536,Online,UK,,,Natalie Gamble
TRANS_2879,John Carney,diazkristen@patterson.com,669-392-3834x786,Laptop,Accessories,1,419.51,419.51,2020-02-25 09:47:22.029468632,Online,,,,Thomas Hubbard
TRANS_2880,Shawn Pham,ericmartin@melton.com,974.071.6817x0273,Laptop,Accessories,9,1638.29,14744.61,2020-02-25 13:17:43.030868728,Card,Germany,Yes,,Matthew Lara
TRANS_2881,,,+1-275-805-6106,Headphones,,9,151.43,1362.8700000000001,2020-02-25 16:48:04.032268816,,UK,No,Unwanted,
TRANS_2882,Carrie Powell,ginapatel@murray.org,749-825-7513,Tablet,Electronics,5,343.52,1717.6,2020-02-25 20:18:25.033668912,Cheque,,,Defective,Wyatt Day
TRANS_2883,Jodi Rojas,andersoncharles@johnson-thompson.com,001-342-240-5191x19501,Headphones,Accessories,9,787.78,7090.0199999999995,2020-02-25 23:48:46.035069008,Cheque,Canada,Pending,Defective,Manuel Harrell
TRANS_2884,Terry Harrison,jacksontyler@barrett-mejia.com,629-681-0606x072,Tablet,Accessories,9,1175.22,10576.98,2020-02-26 03:19:07.036469096,Card,USA,No,,Maria Farrell
TRANS_2885,Katelyn Juarez,allencorey@diaz.net,+1-709-952-5652,Camera,Home,7,-1.0,-7.0,2020-02-26 06:49:28.037869192,,,Yes,Unwanted,Bradley Holmes
TRANS_2886,Adam Turner,carrollalexander@baxter.com,+1-898-699-8214x18904,Smartwatch,Accessories,7,1081.82,7572.74,2020-02-26 10:19:49.039269288,Online,USA,Yes,Wrong Item,Richard Martinez
TRANS_2887,Michele Cook MD,yrios@hotmail.com,+1-314-422-4013x0497,Tablet,Home,9,1524.8,13723.199999999999,2020-02-26 13:50:10.040669376,Cash,,Pending,Unwanted,Brent Martin
TRANS_2888,Ryan Mendez,ttrujillo@mcfarland.com,0940792643,Camera,,8,1201.29,9610.32,2020-02-26 17:20:31.042069472,Online,UK,Yes,Defective,Rachel Peters
TRANS_2889,Timothy Le,erica40@gmail.com,(055)480-4922x8957,Headphones,Electronics,8,1462.97,11703.76,2020-02-26 20:50:52.043469568,Cheque,,Pending,Defective,Tamara Johnson
TRANS_2890,Angela Lee,paynecourtney@gould-green.com,104-898-2784x1651,,,4,1485.72,5942.88,2020-02-27 00:21:13.044869656,,Germany,Yes,,Stephanie Walton
TRANS_2891,Erica Reed,vancebrandon@alexander.com,655-238-6623,,Home,4,141.24,564.96,2020-02-27 03:51:34.046269752,Cheque,USA,Yes,,
TRANS_2892,Caitlin Mccarty,joshuanguyen@gmail.com,248.080.3122x01899,Camera,Accessories,4,1048.65,4194.6,2020-02-27 07:21:55.047669848,Cash,USA,No,Unwanted,Brandon Martin
TRANS_2893,David Garcia,jerry05@wright-hampton.net,(372)474-7290x05481,,Gadgets,7,1619.2,11334.4,2020-02-27 10:52:16.049069936,Cheque,USA,Yes,,Ruth Dean
TRANS_2894,Brian Foster,matkinson@powell.com,132-619-5562x360,Laptop,Gadgets,9,1315.61,11840.49,2020-02-27 14:22:37.050470032,Cheque,UK,Pending,,Anthony Patterson
TRANS_2895,Jim Aguilar,chelsea87@fields-holmes.com,+1-893-558-9748x284,Headphones,Electronics,4,506.91,2027.64,2020-02-27 17:52:58.051870128,,,Yes,,Jessica Roberts
TRANS_2896,Steven Morales,brittanycantrell@gmail.com,4448472226,Phone,Home,9,897.32,8075.88,2020-02-27 21:23:19.053270216,Cash,Germany,Pending,Unwanted,Megan Mitchell
TRANS_2897,Gina Martin,victor46@gmail.com,001-089-249-8632x80829,Camera,Gadgets,1,805.95,805.95,2020-02-28 00:53:40.054670312,,,No,Unwanted,Mark Perez
TRANS_2898,Elizabeth Castro,marshallkelli@gmail.com,+1-976-850-6883x7005,Phone,Electronics,2,1598.56,3197.12,2020-02-28 04:24:01.056070408,Card,Germany,,Wrong Item,Scott Garcia
TRANS_2899,Laura Rivera,jfrench@bradley.com,4649512099,Phone,Home,8,1772.44,14179.52,2020-02-28 07:54:22.057470496,Card,,,Defective,Samuel Mcgrath
TRANS_2900,Danielle Morse,vasquezcandace@hotmail.com,914-399-6475x2777,Laptop,Accessories,5,1928.25,9641.25,2020-02-28 11:24:43.058870592,Cash,UK,,,Jay Hunt
TRANS_2901,,tracybaker@yahoo.com,,Laptop,Gadgets,8,1046.71,8373.68,2020-02-28 14:55:04.060270688,,USA,No,,
TRANS_2902,Glenn Park,gsalinas@hotmail.com,019.900.4388x14756,Laptop,,3,1059.43,3178.29,2020-02-28 18:25:25.061670776,Card,USA,Pending,,Donald Mahoney
TRANS_2903,Amy Boone,alexisharris@hotmail.com,585.183.6979x6481,Camera,Accessories,1,1105.05,1105.05,2020-02-28 21:55:46.063070872,Online,USA,No,,Charles Rios
TRANS_2904,Tamara Wilson,gbrown@gmail.com,082-905-9435x79505,Tablet,Electronics,2,395.08,790.16,2020-02-29 01:26:07.064470968,,Germany,,Unwanted,William Fox
TRANS_2905,Melissa Mcpherson,janderson@hotmail.com,983-052-4894x847,Camera,,1,1239.14,1239.14,2020-02-29 04:56:28.065871056,Cheque,Germany,No,,Michelle Mcdowell
TRANS_2906,Vincent Anderson,brandon89@hotmail.com,913-285-5803,,Gadgets,4,1544.34,6177.36,2020-02-29 08:26:49.067271152,Cash,Germany,Pending,,Kevin Daniels
TRANS_2907,Katie Davis,floydrachel@yahoo.com,001-404-809-3043,,,3,1500.26,4500.78,2020-02-29 11:57:10.068671248,Cheque,UK,Pending,Wrong Item,Robert Gutierrez
TRANS_2908,Monique Brooks,wellsdanielle@hotmail.com,+1-951-207-0531x1633,Laptop,Gadgets,8,307.69,2461.52,2020-02-29 15:27:31.070071336,Cheque,UK,Yes,Wrong Item,Christy Anderson
TRANS_2909,William Collier,gainesadam@hotmail.com,426.743.4865x30523,Headphones,Gadgets,4,1856.19,7424.76,2020-02-29 18:57:52.071471432,,USA,,Wrong Item,Donald Thomas
TRANS_2910,Nicole Schmidt,peggy20@gmail.com,+1-181-861-7109x4053,Tablet,Accessories,6,447.26,2683.56,2020-02-29 22:28:13.072871528,Online,Germany,,Defective,John Larson
TRANS_2911,Mary Patterson,,064.598.2289,Headphones,Accessories,8,160.29,1282.32,2020-03-01 01:58:34.074271616,Online,USA,No,Wrong Item,
TRANS_2912,Jason Wong,jlam@yahoo.com,337-810-5640x87705,Camera,Electronics,2,937.06,1874.12,2020-03-01 05:28:55.075671712,Card,UK,Yes,Unwanted,Laura Brown
TRANS_2913,Donna Graham,xbell@gmail.com,884-548-0729,,Accessories,9,1118.96,10070.64,2020-03-01 08:59:16.077071808,Cheque,UK,Yes,Defective,Eric Moody
TRANS_2914,Sherry Hampton,kellyvaughn@smith.org,035.345.1207x222,Laptop,Gadgets,8,1985.28,15882.24,2020-03-01 12:29:37.078471896,Cash,Canada,No,Defective,Regina Allen
TRANS_2915,Thomas Santiago,nancy31@gates-king.com,(996)366-8019x1168,,Accessories,2,1578.53,3157.06,2020-03-01 15:59:58.079871992,Online,USA,Yes,Defective,Joseph Bryant
TRANS_2916,Ethan Garcia,tonylowe@gmail.com,444-975-6035x75328,Phone,Home,0,569.89,0.0,2020-03-01 19:30:19.081272088,,UK,,,Diana Watkins
TRANS_2917,Leslie Barrett,hunter44@hotmail.com,713-314-0752x660,Tablet,Home,4,380.61,1522.44,2020-03-01 23:00:40.082672176,,UK,,Unwanted,Amber Williams
TRANS_2918,Linda Sellers,skane@gmail.com,504-827-7034,Phone,Gadgets,5,1187.47,5937.35,2020-03-02 02:31:01.084072272,Cheque,Canada,Yes,Wrong Item,Jimmy Smith
TRANS_2919,Jessica Mendoza,kellyisaac@henderson-brown.info,+1-834-063-0273,Tablet,Gadgets,2,1981.71,3963.42,2020-03-02 06:01:22.085472368,Cash,Canada,Yes,,Michael Castro
TRANS_2920,Amy Small,zcampbell@lopez.org,+1-787-667-8763x374,,,4,1774.3,7097.2,2020-03-02 09:31:43.086872456,Card,Germany,No,,Robert Richardson
TRANS_2921,,cabrerajay@yahoo.com,512-854-0790x317,Tablet,Accessories,8,57.83,462.64,2020-03-02 13:02:04.088272552,,USA,Pending,Unwanted,
TRANS_2922,Paul Zhang,dunlappatrick@hotmail.com,768.939.8124,,Home,1,474.13,474.13,2020-03-02 16:32:25.089672648,Cheque,Germany,Yes,Unwanted,Tyler Novak
TRANS_2923,Jonathan Franco,jenniferleon@hotmail.com,+1-184-527-7601x146,Tablet,,9,1874.94,16874.46,2020-03-02 20:02:46.091072736,Cash,,Pending,Unwanted,Elizabeth Oneal
TRANS_2924,Jorge Sandoval,shellygoodwin@yahoo.com,015-011-0083x604,Laptop,Home,4,418.54,1674.16,2020-03-02 23:33:07.092472832,Online,Germany,Pending,Unwanted,Shelia Morgan
TRANS_2925,Emily Jones,davisjames@randall.com,467-091-7469,Smartwatch,Accessories,6,1463.67,8782.02,2020-03-03 03:03:28.093872928,,USA,,,Brian Hernandez
TRANS_2926,Ronald Brown DDS,kristie39@glover.net,,,Electronics,5,1120.66,5603.3,2020-03-03 06:33:49.095273016,,UK,Pending,Wrong Item,Caroline French
TRANS_2927,James Hahn,melanie21@richardson-roberts.com,307.423.2775x5078,Tablet,Electronics,6,868.02,5208.12,2020-03-03 10:04:10.096673112,Card,USA,,Wrong Item,Mary Harrison
TRANS_2928,Melissa Holmes,dustinparker@hotmail.com,+1-050-022-9658x799,Laptop,Gadgets,5,422.83,2114.15,2020-03-03 13:34:31.098073208,Cheque,USA,Yes,,Mr. Louis Christian
TRANS_2929,Kim Baker,joshua84@griffin.com,+1-126-887-9691x179,Headphones,Accessories,5,1113.36,5566.799999999999,2020-03-03 17:04:52.099473296,Cheque,USA,Pending,Wrong Item,Shane Stevens
TRANS_2930,Philip Bell,gutierrezsandy@vasquez.info,001-302-667-3790x552,Camera,Electronics,8,1897.37,15178.96,2020-03-03 20:35:13.100873392,,,Pending,,Deborah Hart
TRANS_2931,Matthew Harris,gwells@ward.org,457.519.6065x53099,Tablet,,4,911.15,3644.6,2020-03-04 00:05:34.102273488,Online,Germany,Pending,Wrong Item,
TRANS_2932,Cameron Hamilton,kramsey@medina-decker.com,131.181.7800x2406,Laptop,Home,6,1966.34,11798.039999999999,2020-03-04 03:35:55.103673576,Online,USA,Pending,,Sarah Larson
TRANS_2933,Melissa Erickson,hayesjennifer@mercado.com,513.153.2937x07369,Laptop,Electronics,2,1360.78,2721.56,2020-03-04 07:06:16.105073672,Cash,,No,Unwanted,Scott Smith DDS
TRANS_2934,Michelle Baker,karenmack@davis-shelton.com,001-825-043-5201x94338,Headphones,Home,8,299.87,2398.96,2020-03-04 10:36:37.106473768,Card,,No,Wrong Item,Mary Kelly
TRANS_2935,Diana Martin,eenglish@ferrell.com,(382)225-7490,Tablet,,2,351.47,702.94,2020-03-04 14:06:58.107873856,Cheque,UK,Pending,Defective,Olivia Burton
TRANS_2936,Angela Mays,santosbrandon@yahoo.com,(527)639-7602x98399,Tablet,,2,1224.97,2449.94,2020-03-04 17:37:19.109273952,,UK,No,,Heather Holt
TRANS_2937,Matthew Estes,ashley27@hotmail.com,+1-706-226-3141,,Home,7,766.59,5366.13,2020-03-04 21:07:40.110674048,Cash,,Pending,,Austin Long
TRANS_2938,Matthew Mitchell,nataliecarter@hotmail.com,219.545.8925x35802,Laptop,,5,523.34,2616.7000000000003,2020-03-05 00:38:01.112074136,,UK,Yes,Defective,Jonathan Gomez
TRANS_2939,Deborah Beltran,hannah70@wilson.com,(114)496-5401,Phone,Electronics,9,329.63,2966.67,2020-03-05 04:08:22.113474232,Online,,,,Ronnie Li
TRANS_2940,Lauren Wilson,qrodriguez@yahoo.com,+1-968-884-6618x7402,Smartwatch,,2,1109.21,2218.42,2020-03-05 07:38:43.114874328,Card,,Pending,,Aaron Ramsey
TRANS_2941,,,001-350-535-5404x217,Phone,,9,1793.49,16141.41,2020-03-05 11:09:04.116274416,Cash,UK,Pending,,
TRANS_2942,Brianna Allen,rsantos@lane.com,001-973-309-1717,Headphones,Accessories,9,1652.02,14868.18,2020-03-05 14:39:25.117674512,Cash,UK,,Unwanted,Matthew Cabrera
TRANS_2943,Chelsea Savage,wyatt20@miller.com,001-408-151-5435x29055,Laptop,Accessories,6,1859.94,11159.64,2020-03-05 18:09:46.119074608,Cheque,,No,,Keith Galloway
TRANS_2944,David Robinson,iking@richards-dominguez.com,749-330-6918,Smartwatch,Accessories,9,614.47,5530.2300000000005,2020-03-05 21:40:07.120474696,Online,UK,Pending,Unwanted,Elizabeth Austin
TRANS_2945,Robin Davis,albertjohnson@edwards.com,458.783.6762x7318,Tablet,Accessories,4,1801.43,7205.72,2020-03-06 01:10:28.121874792,,Germany,Yes,Unwanted,Nancy Brown
TRANS_2946,Anthony Greene,sararyan@johnson-crawford.com,807-519-6001,Laptop,Electronics,9,369.18,3322.62,2020-03-06 04:40:49.123274888,Cheque,Germany,,,Sarah Brown
TRANS_2947,Michael Fischer,kimberlybauer@gmail.com,001-077-805-0313x83236,Smartwatch,Gadgets,1,944.1,944.1,2020-03-06 08:11:10.124674976,Cheque,UK,,Wrong Item,Megan Petersen
TRANS_2948,Eric Mitchell,lucasbryant@yahoo.com,001-923-403-6617x31598,Smartwatch,Accessories,6,1958.92,11753.52,2020-03-06 11:41:31.126075072,Online,UK,Pending,Defective,Rhonda Ramos
TRANS_2949,Kenneth George,vanessa36@hotmail.com,+1-756-131-4624x4511,Tablet,Electronics,6,734.98,4409.88,2020-03-06 15:11:52.127475168,Cash,Canada,Yes,,Pamela Cabrera
TRANS_2950,Daniel Wilcox,gonzalezwilliam@gmail.com,(474)986-3817x58103,Phone,Accessories,6,1366.49,8198.94,2020-03-06 18:42:13.128875256,Cheque,,,Unwanted,Christopher Sawyer
TRANS_2951,Nancy Smith,haleylewis@morgan.com,,Smartwatch,Home,5,1957.23,9786.15,2020-03-06 22:12:34.130275352,Online,UK,Yes,Wrong Item,
TRANS_2952,Victoria Mendoza,boyerdoris@branch.com,221.967.0487,Camera,Gadgets,3,502.1,1506.3000000000002,2020-03-07 01:42:55.131675448,Online,Canada,Pending,Defective,Lori Pratt
TRANS_2953,Mary Price,kmay@perry.net,994.627.8540,Tablet,Accessories,7,1352.66,9468.62,2020-03-07 05:13:16.133075536,,Canada,Pending,,Heather Barr
TRANS_2954,Daniel Lowery,monicajensen@snyder.com,533.007.9407x194,Tablet,Accessories,9,1080.02,9720.18,2020-03-07 08:43:37.134475632,Card,Canada,Yes,Defective,Pamela Smith
TRANS_2955,Joanna Norton,connie68@walsh-nguyen.info,864.679.6197,Camera,,4,506.37,2025.48,2020-03-07 12:13:58.135875728,,UK,,,Andrew Guerrero
TRANS_2956,Teresa Smith,fcastaneda@arnold.org,+1-803-587-9853x277,,Gadgets,6,1164.81,6988.86,2020-03-07 15:44:19.137275816,,Canada,No,,Lisa Jimenez
TRANS_2957,Rebecca Flores,thomassteven@hotmail.com,001-877-863-5931x30954,Headphones,Accessories,8,1452.59,11620.72,2020-03-07 19:14:40.138675912,Card,USA,No,,Richard Joseph
TRANS_2958,Jerry Scott,iyoung@charles.com,(355)761-1631x65023,Smartwatch,Home,2,1838.9,3677.8,2020-03-07 22:45:01.140076008,Cash,,No,,Mr. Jerry Joseph
TRANS_2959,Claire Austin,larrynelson@jones.com,+1-977-362-8744x256,Smartwatch,Accessories,2,1253.58,2507.16,2020-03-08 02:15:22.141476096,Online,Canada,Pending,Defective,Jessica Rose
TRANS_2960,Christopher Short,mossryan@yahoo.com,001-023-968-9099x82665,Laptop,Accessories,6,62.35,374.1,2020-03-08 05:45:43.142876192,Cheque,Germany,No,,Brad Scott
TRANS_2961,,zpeters@gmail.com,195-902-0026x4167,Camera,Home,5,1853.72,9268.6,2020-03-08 09:16:04.144276288,Online,USA,No,Unwanted,
TRANS_2962,Karen Clark,yschmidt@gmail.com,084-578-2458x0233,,Gadgets,2,1064.24,2128.48,2020-03-08 12:46:25.145676376,Cash,,,,Emily Morgan
TRANS_2963,Adam Mclean,smoses@hotmail.com,872.277.0387,Headphones,Gadgets,8,1793.2,14345.6,2020-03-08 16:16:46.147076472,Cash,UK,No,Defective,Juan Mack
TRANS_2964,Lindsey Smith,whitneywilliams@yahoo.com,(487)832-8119x871,Tablet,Accessories,7,1505.26,10536.82,2020-03-08 19:47:07.148476568,Cash,Germany,No,,Sarah Soto
TRANS_2965,Raymond Hernandez,vdalton@hotmail.com,+1-349-066-8895x562,,Accessories,3,1523.71,4571.13,2020-03-08 23:17:28.149876656,Cheque,UK,,,Allen Snyder
